,start_station_name,start_count,end_count,deficit,popularity,deficit_normalized,popularity_normalized
335,Adam Clayton Powell Blvd & W 126 St,1335,1340,-5,2675,-0.021834061135371178,0.17012210633426608
336,Adam Clayton Powell Blvd & W 130 St,584,595,-11,1179,-0.048034934497816595,0.07498092088527092
337,Adam Clayton Powell Blvd & W 132 St,618,613,5,1231,0.012594458438287154,0.07828796743831086
338,Adam Clayton Powell Blvd & W 138 St,775,776,-1,1551,-0.004366812227074236,0.09863902314932588
339,Adam Clayton Powell Blvd & W 141 St,615,612,3,1227,0.007556675062972292,0.07803357924192318
340,Adam Clayton Powell Blvd & W 151 St,519,517,2,1036,0.005037783375314861,0.06588654286441109
341,Adams St & Prospect St,758,775,-17,1533,-0.07423580786026202,0.09749427626558128
342,Adelphi St & Myrtle Ave,1719,1716,3,3435,0.007556675062972292,0.21845586364792674
343,Albany Ave & Fulton St,341,304,37,645,0.09319899244332494,0.041020096667514626
344,Albany Ave & Park Pl,152,107,45,259,0.11335012594458438,0.016471635716102773
345,Albany St & Greenwich St,1180,1196,-16,2376,-0.06986899563318777,0.15110658865428644
346,Albee Square W & Fulton St,1314,1332,-18,2646,-0.07860262008733625,0.16827779191045536
347,Albemarle Rd & McDonald Ave,207,217,-10,424,-0.043668122270742356,0.026965148817094886
348,Alexander Ave & E 134 St,277,287,-10,564,-0.043668122270742356,0.035868735690663955
349,Allen St & Hester St,2738,2732,6,5470,0.015113350125944584,0.3478758585601628
350,Allen St & Rivington St,2799,2821,-22,5620,-0.09606986899563319,0.3574154159247011
351,Allen St & Stanton St,3172,3183,-11,6355,-0.048034934497816595,0.4041592470109387
352,Amsterdam Ave & W 119 St,1098,1101,-3,2199,-0.013100436681222707,0.13984991096413127
353,Amsterdam Ave & W 125 St,700,696,4,1396,0.010075566750629723,0.08878148053930297
354,Amsterdam Ave & W 131 St,271,254,17,525,0.042821158690176324,0.033388450775883996
355,Amsterdam Ave & W 136 St,448,453,-5,901,-0.021834061135371178,0.05730094123632663
356,Amsterdam Ave & W 152 St,360,353,7,713,0.017632241813602016,0.045344696006105314
357,Amsterdam Ave & W 156 St,232,188,44,420,0.11083123425692695,0.026710760620707198
358,Amsterdam Ave & W 162 St,217,194,23,411,0.05793450881612091,0.0261383871788349
359,Amsterdam Ave & W 167 St,223,190,33,413,0.08312342569269521,0.026265581277028747
360,Amsterdam Ave & W 172 St,181,165,16,346,0.04030226700251889,0.022004578987534978
361,Amsterdam Ave & W 175 St,127,119,8,246,0.020151133501259445,0.015644874077842787
362,Amsterdam Ave & W 180 St,65,57,8,122,0.020151133501259445,0.007758839989824472
363,Amsterdam Ave & W 183 St,162,152,10,314,0.02518891687657431,0.019969473416433476
364,Amsterdam Ave & W 186 St,167,162,5,329,0.012594458438287154,0.020923429152887307
365,Amsterdam Ave & W 189 St,71,54,17,125,0.042821158690176324,0.007949631137115238
366,Amsterdam Ave & W 66 St,1809,1828,-19,3637,-0.08296943231441048,0.23130246756550496
367,Amsterdam Ave & W 73 St,3825,3816,9,7641,0.022670025188916875,0.4859450521495803
368,Amsterdam Ave & W 79 St,3635,3618,17,7253,0.042821158690176324,0.46126939709997455
369,Anderson Ave & W 164 St,156,148,8,304,0.020151133501259445,0.01933350292546426
370,Andrew Ave N & Hall of Fame Tce,92,88,4,180,0.010075566750629723,0.011447468837445943
371,Andrews Ave S & W 179 St,57,55,2,112,0.005037783375314861,0.0071228694988552535
372,Anthony Ave & E 175 St,104,99,5,203,0.012594458438287154,0.012910200966675146
373,Anthony Ave & E Tremont Ave,206,213,-7,419,-0.03056768558951965,0.026647163571610278
374,Aqueduct Ave & North St,60,63,-3,123,-0.013100436681222707,0.007822437038921394
375,Aqueduct Ave & W 190 St,64,64,0,128,0.0,0.008140422284406004
376,Ashland Pl & Dekalb Ave,833,843,-10,1676,-0.043668122270742356,0.10658865428644111
377,Astoria Park S & Shore Blvd,529,527,2,1056,0.005037783375314861,0.06715848384634952
378,Atlantic Ave & Fort Greene Pl,1629,1648,-19,3277,-0.08296943231441048,0.20840752989061306
379,Atlantic Ave & Furman St,1063,1061,2,2124,0.005037783375314861,0.1350801322818621
380,Audobon Ave & W 179 St,231,184,47,415,0.11838790931989925,0.02639277537522259
381,Audubon Ave & Fort George Ave,55,53,2,108,0.005037783375314861,0.006868481302467566
382,Audubon Ave & W 192 St,108,99,9,207,0.022670025188916875,0.013164589163062833
383,Ave A & E 11 St,2667,2661,6,5328,0.015113350125944584,0.3388450775883999
384,Ave A & E 14 St,4860,4878,-18,9738,-0.07860262008733625,0.6193080641058255
385,Ave D & E 8 St,1530,1532,-2,3062,-0.008733624454148471,0.19473416433477486
386,Avenue D & E 10 St,800,724,76,1524,0.19143576826196473,0.09692190282370898
387,Avenue D & E 12 St,656,621,35,1277,0.08816120906801007,0.08121343169676927
388,Avenue D & E 3 St,2259,2244,15,4503,0.037783375314861464,0.2863775120834393
389,Bailey Ave & Sedgwick Ave,49,48,1,97,0.0025188916876574307,0.006168913762401425
390,Bailey Ave & W 193 St,21,20,1,41,0.0025188916876574307,0.002607479012973798
391,Bainbridge Ave & Bedford Park Blvd,73,69,4,142,0.010075566750629723,0.00903078097176291
392,Bainbridge Ave & E 193 St,85,89,-4,174,-0.017467248908296942,0.011065886542864412
393,Bainbridge Ave & E 196 St,168,172,-4,340,-0.017467248908296942,0.021622996692953447
394,Bainbridge Ave & E 198 St,147,156,-9,303,-0.039301310043668124,0.019269905876367337
395,Bank St & Hudson St,1517,1535,-18,3052,-0.07860262008733625,0.19409819384380564
396,Bank St & Washington St,1478,1492,-14,2970,-0.0611353711790393,0.18888323581785804
397,Banker St & Meserole Ave,626,637,-11,1263,-0.048034934497816595,0.08032307300941237
398,Barclay St & Church St,437,449,-12,886,-0.05240174672489083,0.056346985499872805
399,Barrow St & Hudson St,2104,2141,-37,4245,-0.1615720524017467,0.26996947341643346
400,Barry St & Tiffany St,55,50,5,105,0.012594458438287154,0.006677690155176799
401,Bay St & Court St,249,244,5,493,0.012594458438287154,0.0313533452047825
402,Bayard St & Baxter St,1739,1745,-6,3484,-0.026200873362445413,0.2215721190536759
403,Bayard St & Leonard St,861,872,-11,1733,-0.048034934497816595,0.11021368608496565
404,Beaver St & Fayette St,753,727,26,1480,0.0654911838790932,0.09412363266344441
405,Beck St & Leggett Ave,217,214,3,431,0.007556675062972292,0.02741032816077334
406,Bedford Ave & Bergen St,917,898,19,1815,0.04785894206549118,0.11542864411091325
407,Bedford Ave & Montgomery St,327,345,-18,672,-0.07860262008733625,0.042737216993131516
408,Bedford Ave & Nassau Ave,1560,1560,0,3120,0.0,0.19842279318239633
409,Bedford Ave & S 9 St,404,412,-8,816,-0.034934497816593885,0.05189519206308827
410,Bedford Park Blvd & Paul Ave,110,102,8,212,0.020151133501259445,0.013482574408547443
411,Bergen Ave & E 152 St,247,254,-7,501,-0.03056768558951965,0.03186212159755787
412,Bergen St & 4 Ave,1168,1173,-5,2341,-0.021834061135371178,0.14888069193589418
413,Bergen St & Buffalo Ave,81,50,31,131,0.07808564231738035,0.008331213431696769
414,Bergen St & Flatbush Ave,1410,1430,-20,2840,-0.08733624454148471,0.1806156194352582
415,Bergen St & Kingston Ave,292,295,-3,587,-0.013100436681222707,0.037331467819893153
416,Bergen St & Saratoga Ave,43,40,3,83,0.007556675062972292,0.005278555075044518
417,Bergen St & Smith St,2224,2231,-7,4455,-0.03056768558951965,0.28332485372678706
418,Bergen St & Troy Ave,108,103,5,211,0.012594458438287154,0.013418977359450522
419,Bergen St & Vanderbilt Ave,2065,2063,2,4128,0.005037783375314861,0.2625286186720936
420,Berkeley Pl & 6 Ave,714,730,-16,1444,-0.06986899563318777,0.09183413889595522
421,Berkeley Pl & 7 Ave,2082,2104,-22,4186,-0.09606986899563319,0.2662172475197151
422,Berry St & N 8 St,2128,2146,-18,4274,-0.07860262008733625,0.27181378784024424
423,Bialystoker Pl & Delancey St,1191,1196,-5,2387,-0.021834061135371178,0.1518061561943526
424,Bleecker St & Crosby St,3315,3357,-42,6672,-0.18340611353711792,0.4243195115746629
425,Boerum St & Broadway,752,752,0,1504,0.0,0.09564996184177055
426,Bond St & Bergen St,871,886,-15,1757,-0.06550218340611354,0.11174001526329179
427,Boone Ave & E 172 St,178,168,10,346,0.02518891687657431,0.022004578987534978
428,Borden Ave & Review Ave,83,88,-5,171,-0.021834061135371178,0.010875095395573645
429,Boston Rd & E 167 St,382,370,12,752,0.030226700251889168,0.047824980920885274
430,Boston Rd & Prospect Ave,310,308,2,618,0.005037783375314861,0.039302976341897736
431,Botanical Sq & Webster Ave,126,134,-8,260,-0.034934497816593885,0.016535232765199696
432,Bradhurst Ave & W 148 St,350,350,0,700,0.0,0.04451793436784533
433,Bradley Ave & Greenpoint Ave,135,135,0,270,0.0,0.017171203256168915
434,Brevoort Pl & Bedford Ave,276,255,21,531,0.05289672544080604,0.03377003307046553
435,Bridge St & Water St,958,969,-11,1927,-0.048034934497816595,0.1225515136097685
436,Bridge St & York St,333,375,-42,708,-0.18340611353711792,0.04502671076062071
437,Broad St & Bridge St,920,925,-5,1845,-0.021834061135371178,0.11733655558382092
438,Broadway & 12 St,396,393,3,789,0.007556675062972292,0.05017807173747138
439,Broadway & 49 St,175,173,2,348,0.005037783375314861,0.022131773085728824
440,Broadway & 51 St,252,251,1,503,0.0025188916876574307,0.03198931569575172
441,Broadway & Battery Pl,1197,1212,-15,2409,-0.06550218340611354,0.15320529127448487
442,Broadway & Berry St,2434,2453,-19,4887,-0.08296943231441048,0.31079877893665736
443,Broadway & E 14 St,5356,5391,-35,10747,-0.15283842794759825,0.6834774866446197
444,Broadway & E 19 St,3292,3297,-5,6589,-0.021834061135371178,0.4190409564996184
445,Broadway & E 21 St,4571,4613,-42,9184,-0.18340611353711792,0.5840752989061307
446,Broadway & Ellwood St,113,122,-9,235,-0.039301310043668124,0.014945306537776646
447,Broadway & Furman Ave,106,97,9,203,0.022670025188916875,0.012910200966675146
448,Broadway & Hancock St,359,309,50,668,0.12594458438287154,0.04248282879674383
449,Broadway & Kosciuszko St,632,423,209,1055,0.5264483627204031,0.0670948867972526
450,Broadway & Madison St,554,541,13,1095,0.0327455919395466,0.06963876876112948
451,Broadway & Morris St,973,982,-9,1955,-0.039301310043668124,0.12433223098448232
452,Broadway & Moylan Pl,933,917,16,1850,0.04030226700251889,0.11765454082930552
453,Broadway & Roebling St,1049,1047,2,2096,0.005037783375314861,0.1332994149071483
454,Broadway & W 122 St,208,210,-2,418,-0.008733624454148471,0.026583566522513355
455,Broadway & W 131 St,501,510,-9,1011,-0.039301310043668124,0.06429661663698805
456,Broadway & W 133 St,410,404,6,814,0.015113350125944584,0.05176799796489443
457,Broadway & W 138 St,363,366,-3,729,-0.013100436681222707,0.04636224879165607
458,Broadway & W 142 St,380,367,13,747,0.0327455919395466,0.04750699567540066
459,Broadway & W 153 St,217,203,14,420,0.03526448362720403,0.026710760620707198
460,Broadway & W 155 St,403,379,24,782,0.060453400503778336,0.04973289239379293
461,Broadway & W 160 St,448,448,0,896,0.0,0.05698295599084203
462,Broadway & W 165 St,267,258,9,525,0.022670025188916875,0.033388450775883996
463,Broadway & W 168 St,442,422,20,864,0.05037783375314862,0.054947850419740527
464,Broadway & W 185 St,292,292,0,584,0.0,0.03714067667260239
465,Broadway & W 192 St,245,243,2,488,0.005037783375314861,0.03103535995929789
466,Broadway & W 220 St,189,187,2,376,0.005037783375314861,0.023912490460442637
467,Broadway & W 25 St,5245,5305,-60,10550,-0.26200873362445415,0.6709488679725261
468,Broadway & W 29 St,4061,4092,-31,8153,-0.13537117903930132,0.5185067412872043
469,Broadway & W 36 St,1876,1919,-43,3795,-0.18777292576419213,0.2413508013228186
470,Broadway & W 37 St,957,969,-12,1926,-0.05240174672489083,0.12248791656067158
471,Broadway & W 38 St,2925,2945,-20,5870,-0.08733624454148471,0.37331467819893155
472,Broadway & W 41 St,4404,4430,-26,8834,-0.11353711790393013,0.5618163317222081
473,Broadway & W 48 St,3425,3473,-48,6898,-0.2096069868995633,0.4386924446705673
474,Broadway & W 51 St,2847,2863,-16,5710,-0.06986899563318777,0.3631391503434241
475,Broadway & W 53 St,2700,2753,-53,5453,-0.2314410480349345,0.34679470872551516
476,Broadway & W 56 St,2875,2739,136,5614,0.3425692695214106,0.35703383363011953
477,Broadway & W 58 St,6320,6239,81,12559,0.2040302267002519,0.7987153396082421
478,Broadway & W 61 St,3441,3440,1,6881,0.0025188916876574307,0.4376112948359196
479,Broadway & Whipple St,886,884,2,1770,0.005037783375314861,0.11256677690155177
480,Bronx Shore Comfort Station,100,125,-25,225,-0.1091703056768559,0.014309336046807428
481,Brook Ave & E 138 St,303,325,-22,628,-0.09606986899563319,0.03993894683286695
482,Brook Ave & E 141 St,154,151,3,305,0.007556675062972292,0.01939709997456118
483,Brook Ave & E 148 St,238,241,-3,479,-0.013100436681222707,0.030462986517425593
484,Brook Ave & E 157 St,253,253,0,506,0.0,0.03218010684304248
485,Brooklyn Ave & Dean St,142,145,-3,287,-0.013100436681222707,0.018252353090816586
486,Brooklyn Ave & Prospect Pl,442,387,55,829,0.1385390428211587,0.05272195370134826
487,Brooklyn Bridge Park - Pier 2,405,406,-1,811,-0.004366812227074236,0.051577206817603666
488,Bruckner Blvd & Bryant Ave,198,211,-13,409,-0.056768558951965066,0.026011193080641058
489,Buchanan Pl & Grand Ave,127,126,1,253,0.0025188916876574307,0.01609005342152124
490,Buffalo Ave & St Johns Pl,28,32,-4,60,-0.017467248908296942,0.003815822945815314
491,Bulova Ave & Brooklyn Queens Expressway W,236,236,0,472,0.0,0.03001780717374714
492,Bus Slip & State St,612,615,-3,1227,-0.013100436681222707,0.07803357924192318
493,Bushwick Ave & Dekalb Ave,408,375,33,783,0.08312342569269521,0.04979648944288985
494,Bushwick Ave & Forrest St,445,429,16,874,0.04030226700251889,0.05558382091070974
495,Bushwick Ave & Furman Ave,186,169,17,355,0.042821158690176324,0.022576952429407274
496,Bushwick Ave & Harman St,484,491,-7,975,-0.03056768558951965,0.06200712286949885
497,Bushwick Ave & Linden St,419,403,16,822,0.04030226700251889,0.0522767743576698
498,Bushwick Ave & McKibbin St,314,319,-5,633,-0.021834061135371178,0.040256932078351564
499,Bushwick Ave & Powers St,765,753,12,1518,0.030226700251889168,0.09654032052912745
500,Bushwick Ave & Stagg St,272,270,2,542,0.005037783375314861,0.03446960061053167
501,Butler St & Court St,704,706,-2,1410,-0.008733624454148471,0.08967183922665989
502,Cabrini Blvd & W 177 St,90,85,5,175,0.012594458438287154,0.011129483591961333
503,Cadman Plaza E & Red Cross Pl,889,888,1,1777,0.0025188916876574307,0.11301195624523022
504,Cadman Plaza E & Tillary St,861,851,10,1712,0.02518891687657431,0.1088781480539303
505,Calyer St & Guernsey St,616,677,-61,1293,-0.2663755458515284,0.08223098448232002
506,Calyer St & Jewel St,536,554,-18,1090,-0.07860262008733625,0.06932078351564487
507,Cambridge Pl & Gates Ave,823,841,-18,1664,-0.07860262008733625,0.10582548969727805
508,Canal St & Rutgers St,3824,3858,-34,7682,-0.14847161572052403,0.48855253116255404
509,Carlton Ave & Dean St,1174,1178,-4,2352,-0.017467248908296942,0.14958025947596032
510,Carlton Ave & Flushing Ave,810,820,-10,1630,-0.043668122270742356,0.1036631900279827
511,Carlton Ave & Park Ave,770,765,5,1535,0.012594458438287154,0.09762147036377512
512,Carlton Ave & St Marks Ave,554,517,37,1071,0.09319899244332494,0.06811243958280336
513,Carroll St & 5 Ave,1321,1345,-24,2666,-0.10480349344978165,0.1695497328923938
514,Carroll St & 6 Ave,1085,1082,3,2167,0.007556675062972292,0.13781480539302976
515,Carroll St & Bond St,651,657,-6,1308,-0.026200873362445413,0.08318494021877385
516,Carroll St & Columbia St,888,901,-13,1789,-0.056768558951965066,0.11377512083439328
517,Carroll St & Franklin Ave,334,319,15,653,0.037783375314861464,0.04152887306029
518,Carroll St & Smith St,1606,1624,-18,3230,-0.07860262008733625,0.20541846858305773
519,Carroll St & Washington Ave,406,333,73,739,0.18387909319899245,0.046998219282625285
520,Cathedral Pkwy & Broadway,1769,1761,8,3530,0.020151133501259445,0.22449758331213432
521,Catherine St & Monroe St,1495,1503,-8,2998,-0.034934497816593885,0.19066395319257187
522,Caton Ave & Argyle Rd,303,311,-8,614,-0.034934497816593885,0.03904858814551005
523,Caton Ave & E 10 St,274,274,0,548,0.0,0.0348511829051132
524,Caton Ave & E 7 St,257,261,-4,518,-0.017467248908296942,0.032943271432205545
525,Cauldwell Ave & E 158 St,205,199,6,404,0.015113350125944584,0.02569320783515645
526,Cauldwell Ave & E 161 St,185,186,-1,371,-0.004366812227074236,0.023594505214958025
527,Cedar Ave & W Fordham Rd,71,75,-4,146,-0.017467248908296942,0.009285169168150597
528,Cedar St & Evergreen Ave,344,247,97,591,0.24433249370277077,0.037585856016280846
529,Cedar St & Myrtle Ave,420,427,-7,847,-0.03056768558951965,0.05386670058509285
530,Center Blvd & 48 Ave,408,425,-17,833,-0.07423580786026202,0.052976341897735944
531,Center Blvd & 51 Ave,864,868,-4,1732,-0.017467248908296942,0.11015008903586873
532,Central Ave & Covert St,254,230,24,484,0.060453400503778336,0.0307809717629102
533,Central Ave & Decatur St,185,167,18,352,0.04534005037783375,0.02238616128211651
534,Central Ave & Flushing Ave,419,426,-7,845,-0.03056768558951965,0.05373950648689901
535,Central Ave & Himrod St,353,347,6,700,0.015113350125944584,0.04451793436784533
536,Central Ave & Melrose St,347,363,-16,710,-0.06986899563318777,0.04515390485881455
537,Central Ave & Starr Street,514,494,20,1008,0.05037783375314862,0.06410582548969727
538,Central Ave & Weirfield St,290,290,0,580,0.0,0.0368862884762147
539,Central Ave & Woodbine St,447,440,7,887,0.017632241813602016,0.056410582548969725
540,Central Park North & Adam Clayton Powell Blvd,1813,1831,-18,3644,-0.07860262008733625,0.23174764690918342
541,Central Park S & 6 Ave,3067,3108,-41,6175,-0.17903930131004367,0.39271177817349273
542,Central Park W & W 103 St,1272,1278,-6,2550,-0.026200873362445413,0.16217247519715086
543,Central Park W & W 91 St,2073,2081,-8,4154,-0.034934497816593885,0.26418214194861356
544,Central Park W & W 97 St,1293,1222,71,2515,0.17884130982367757,0.1599465784787586
545,Central Park West & W 68 St,2789,2836,-47,5625,-0.2052401746724891,0.3577334011701857
546,Central Park West & W 72 St,2931,2969,-38,5900,-0.16593886462882096,0.37522258967183925
547,Central Park West & W 76 St,1416,1445,-29,2861,-0.12663755458515283,0.18195115746629356
548,Central Park West & W 85 St,2453,2379,74,4832,0.18639798488664988,0.3073009412363266
549,Centre St & Chambers St,2377,2392,-15,4769,-0.06550218340611354,0.3032943271432206
550,Centre St & Seneca Ave,211,221,-10,432,-0.043668122270742356,0.027473925209870263
551,Centre St & Worth St,1662,1704,-42,3366,-0.18340611353711792,0.21406766726023913
552,Charlotte St & Boston Rd,105,105,0,210,0.0,0.013355380310353599
553,Chauncey St & Howard Ave,223,213,10,436,0.02518891687657431,0.02772831340625795
554,Chauncey St & Malcolm X Blvd,163,148,15,311,0.037783375314861464,0.01977868226914271
555,Chauncey St & Stuyvesant Ave,372,360,12,732,0.030226700251889168,0.046553039938946834
556,Cherry St,1173,1116,57,2289,0.14357682619647355,0.14557364538285422
557,Chester Ave & 12 Ave,110,107,3,217,0.007556675062972292,0.013800559654032053
558,Christopher St & Greenwich St,3014,3023,-9,6037,-0.039301310043668124,0.3839353853981175
559,Church Ave & McDonald Ave,124,127,-3,251,-0.013100436681222707,0.0159628593233274
560,Church Ave & Story St,147,156,-9,303,-0.039301310043668124,0.019269905876367337
561,Church St & Worth St,903,911,-8,1814,-0.034934497816593885,0.11536504706181633
562,Clark St & Henry St,1963,1990,-27,3953,-0.11790393013100436,0.2513991350801323
563,Classon Ave & St Marks Ave,1158,1128,30,2286,0.07556675062972293,0.14538285423556346
564,Clay Ave & Claremont Pkwy,194,201,-7,395,-0.03056768558951965,0.02512083439328415
565,Clay Ave & E 173 St,189,207,-18,396,-0.07860262008733625,0.025184431442381073
566,Clermont Ave & Lafayette Ave,978,899,79,1877,0.19899244332493704,0.11937166115492241
567,Clermont Ave & Park Ave,830,844,-14,1674,-0.0611353711790393,0.10646146018824726
568,Cleveland Pl & Spring St,4643,4679,-36,9322,-0.1572052401746725,0.592851691681506
569,Cliff St & Fulton St,1373,1377,-4,2750,-0.017467248908296942,0.17489188501653524
570,Clinton Ave & Flushing Ave,543,543,0,1086,0.0,0.06906639531925719
571,Clinton Ave & Myrtle Ave,2053,2048,5,4101,0.012594458438287154,0.2608114983464767
572,Clinton St & 4 Place,679,685,-6,1364,-0.026200873362445413,0.08674637496820148
573,Clinton St & Centre St,216,214,2,430,0.005037783375314861,0.027346731111676417
574,Clinton St & Cherry St,1804,1782,22,3586,0.055415617128463476,0.22805901806156195
575,Clinton St & Grand St,4556,4575,-19,9131,-0.08296943231441048,0.5807046553039938
576,Clinton St & Joralemon St,1809,1826,-17,3635,-0.07423580786026202,0.23117527346731112
577,Clinton St & Tillary St,1175,1181,-6,2356,-0.026200873362445413,0.149834647672348
578,Clinton St & Union St,966,976,-10,1942,-0.043668122270742356,0.12350546934622234
579,Coffey St & Conover St,274,273,1,547,0.0025188916876574307,0.03478758585601628
580,Coffey St & Ferris St,190,195,-5,385,-0.021834061135371178,0.024484863902314934
581,College Ave & E 169 St,17,12,5,29,0.012594458438287154,0.001844314423810735
582,College Ave & E 170 St,94,94,0,188,0.0,0.011956245230221318
583,Columbia Heights & Cranberry St,586,573,13,1159,0.0327455919395466,0.07370897990333249
584,Columbia St & Degraw St,625,636,-11,1261,-0.048034934497816595,0.08019587891121852
585,Columbia St & Kane St,402,406,-4,808,-0.017467248908296942,0.0513864156703129
586,Columbia St & Lorraine St,95,110,-15,205,-0.06550218340611354,0.01303739506486899
587,Columbia St & Rivington St,1643,1630,13,3273,0.0327455919395466,0.20815314169422539
588,Columbia St & W 9 St,180,181,-1,361,-0.004366812227074236,0.022958534723988806
589,Columbus Ave & W 103 St,855,653,202,1508,0.5088161209068011,0.09590435003815823
590,Columbus Ave & W 72 St,4004,3977,27,7981,0.06801007556675064,0.5075680488425337
591,Columbus Ave & W 95 St,2839,2843,-4,5682,-0.017467248908296942,0.36135843296871023
592,Columbus Pl & Atlantic Ave,39,27,12,66,0.030226700251889168,0.004197405240396845
593,Commerce St & Van Brunt St,303,304,-1,607,-0.004366812227074236,0.03860340880183159
594,Concord St & Bridge St,522,520,2,1042,0.005037783375314861,0.06626812515899262
595,Concourse Village East & E 158 St,237,243,-6,480,-0.026200873362445413,0.030526583566522512
596,Concourse Village West & E 156 St,208,205,3,413,0.007556675062972292,0.026265581277028747
597,Congress St & Clinton St,1243,1273,-30,2516,-0.13100436681222707,0.1600101755278555
598,Congress St & Hicks St,525,500,25,1025,0.06297229219143577,0.06518697532434495
599,Convent Ave & W 135 St,578,547,31,1125,0.07808564231738035,0.07154668023403714
600,Convent Ave & W 151 St,89,79,10,168,0.02518891687657431,0.010684304248282879
601,Cooper Square & Astor Pl,3527,3590,-63,7117,-0.27510917030567683,0.45262019842279316
602,Court St & Nelson St,848,858,-10,1706,-0.043668122270742356,0.10849656575934877
603,Court St & State St,2351,2363,-12,4714,-0.05240174672489083,0.29979648944288984
604,Courtlandt Ave & E 149 St,447,457,-10,904,-0.043668122270742356,0.0574917323836174
605,Crescent St & 30 Ave,997,1009,-12,2006,-0.05240174672489083,0.12757568048842532
606,Crescent St & 34 Ave,758,755,3,1513,0.007556675062972292,0.09622233528364284
607,Crescent St & 35 Ave,481,470,11,951,0.027707808564231738,0.06048079369117273
608,Crescent St & Broadway,1082,1079,3,2161,0.007556675062972292,0.13743322309844824
609,Crescent St & Ditmars Blvd,289,293,-4,582,-0.017467248908296942,0.03701348257440855
610,Creston Ave & E 178 St,190,185,5,375,0.012594458438287154,0.023848893411345714
611,Creston Ave & E 181 St,182,186,-4,368,-0.017467248908296942,0.02340371406766726
612,Crotona Park East & E 173 St,131,131,0,262,0.0,0.016662426863393538
613,Crotona Park North & Prospect Ave,93,97,-4,190,-0.017467248908296942,0.012083439328415161
614,Cumberland St & Lafayette Ave,938,951,-13,1889,-0.056768558951965066,0.12013482574408547
615,Cypress Ave & George St,116,102,14,218,0.03526448362720403,0.013864156703128974
616,Cypress Ave & Palmetto St,117,77,40,194,0.10075566750629723,0.01233782752480285
617,Dahill Rd & 12 Ave,215,224,-9,439,-0.039301310043668124,0.027919104553548714
618,Davidson Ave & W Burnside Ave,157,164,-7,321,-0.03056768558951965,0.02041465276011193
619,Dawson St & Intervale Ave,34,35,-1,69,-0.004366812227074236,0.004388196387687612
620,DeKalb Ave & Franklin Ave,1007,1019,-12,2026,-0.05240174672489083,0.12884762147036377
621,DeKalb Ave & Hudson Ave,1722,1759,-37,3481,-0.1615720524017467,0.22138132790638515
622,DeKalb Ave & S Portland Ave,1315,1314,1,2629,0.0025188916876574307,0.16719664207580767
623,DeKalb Ave & Vanderbilt Ave,1538,1511,27,3049,0.06801007556675064,0.19390740269651488
624,Dean St & Franklin Ave,988,990,-2,1978,-0.008733624454148471,0.12579496311371152
625,Dean St & Hoyt St,886,894,-8,1780,-0.034934497816593885,0.11320274739252098
626,Decatur Ave & Bedford Park Blvd,58,61,-3,119,-0.013100436681222707,0.007568048842533707
627,Decatur Ave & E 197 St,12,15,-3,27,-0.013100436681222707,0.0017171203256168915
628,Decatur Ave & Oliver Pl,42,44,-2,86,-0.008733624454148471,0.005469346222335284
629,Decatur St & Saratoga Ave,153,139,14,292,0.03526448362720403,0.018570338336301194
630,Degraw St & Hoyt St,727,739,-12,1466,-0.05240174672489083,0.09323327397608751
631,Degraw St & Smith St,858,878,-20,1736,-0.08733624454148471,0.11040447723225642
632,Delancey St & Eldridge St,881,886,-5,1767,-0.021834061135371178,0.112375985754261
633,Devoe St & Lorimer St,1107,1106,1,2213,0.0025188916876574307,0.14074026965148817
634,Devoe St & Morgan Ave,498,501,-3,999,-0.013100436681222707,0.06353345204782498
635,Ditmars Blvd & 19 St,404,398,6,802,0.015113350125944584,0.05100483337573137
636,Ditmars Blvd & 43 St,412,385,27,797,0.06801007556675064,0.05068684813024676
637,Ditmars Blvd & 48 St,185,171,14,356,0.03526448362720403,0.022640549478504197
638,Ditmars Blvd & 73 St,77,71,6,148,0.015113350125944584,0.009412363266344441
639,Ditmars Blvd & 76 St,92,90,2,182,0.005037783375314861,0.011574662935639786
640,Ditmars Blvd & 79 St,294,308,-14,602,-0.0611353711790393,0.03828542355634699
641,Division Ave & Hooper St,480,518,-38,998,-0.16593886462882096,0.06346985499872806
642,Division Ave & Marcy Ave,1079,1111,-32,2190,-0.13973799126637554,0.13927753752225897
643,Division St & Bowery,2361,2372,-11,4733,-0.048034934497816595,0.30100483337573136
644,Dock 72 Way & Market St,875,990,-115,1865,-0.5021834061135371,0.11860849656575935
645,Dock St & Front St,718,726,-8,1444,-0.034934497816593885,0.09183413889595522
646,Douglass St & 3 Ave,1330,1320,10,2650,0.02518891687657431,0.16853218010684304
647,Douglass St & 4 Ave,1135,1163,-28,2298,-0.1222707423580786,0.14614601882472653
648,Driggs Ave & Lorimer St,896,908,-12,1804,-0.05240174672489083,0.11472907657084712
649,Driggs Ave & N 9 St,1939,1977,-38,3916,-0.16593886462882096,0.24904604426354618
650,Driggs Ave & N Henry St,1302,1289,13,2591,0.0327455919395466,0.16477995421012465
651,Duane St & Hudson St,771,766,5,1537,0.012594458438287154,0.09774866446196896
652,Duffield St & Willoughby St,1134,1154,-20,2288,-0.08733624454148471,0.1455100483337573
653,Dwight St & Van Dyke St,186,218,-32,404,-0.13973799126637554,0.02569320783515645
654,Dyckman St & 10 Ave,58,57,1,115,0.0025188916876574307,0.007313660646146019
