,hour,station_name,start_count,end_count,deficit
21680,14,E 102 St & Park Ave,43.0,27.0,16.0
21681,14,E 103 St & Lexington Ave,76.0,68.0,8.0
21682,14,E 106 St & 1 Ave,47.0,36.0,11.0
21683,14,E 106 St & 2 Ave,47.0,49.0,-2.0
21684,14,E 106 St & Lexington Ave,87.0,67.0,20.0
21685,14,E 106 St & Madison Ave,74.0,76.0,-2.0
21686,14,E 11 St & 1 Ave,211.0,247.0,-36.0
21687,14,E 11 St & 3 Ave,151.0,158.0,-7.0
21688,14,E 11 St & Avenue B,124.0,142.0,-18.0
21689,14,E 114 St & 1 Ave,58.0,52.0,6.0
21690,14,E 115 St & Lexington Ave,54.0,66.0,-12.0
21691,14,E 115 St & Madison Ave,31.0,22.0,9.0
21692,14,E 116 St & 2 Ave,63.0,54.0,9.0
21693,14,E 118 St & 1 Ave,60.0,51.0,9.0
21694,14,E 118 St & 3 Ave,58.0,54.0,4.0
21695,14,E 118 St & Madison Ave,74.0,73.0,1.0
21696,14,E 118 St & Park Ave,19.0,26.0,-7.0
21697,14,E 12 St & 3 Ave,124.0,137.0,-13.0
21698,14,E 12 St & Ave C,100.0,128.0,-28.0
21699,14,E 123 St & Lexington Ave,42.0,33.0,9.0
21700,14,E 128 St & 3 Ave,8.0,9.0,-1.0
21701,14,E 128 St & Madison Ave,35.0,31.0,4.0
21702,14,E 13 St & 2 Ave,228.0,225.0,3.0
21703,14,E 13 St & Avenue A,146.0,135.0,11.0
21704,14,E 132 St & Madison Ave,33.0,31.0,2.0
21705,14,E 133 St & Cypress Pl,21.0,25.0,-4.0
21706,14,E 135 St & St Ann's Ave,22.0,18.0,4.0
21707,14,E 138 St & 5 Av,18.0,20.0,-2.0
21708,14,E 138 St & Cypress Ave,9.0,14.0,-5.0
21709,14,E 138 St & Grand Concourse,7.0,11.0,-4.0
21710,14,E 138 St & Park Ave,17.0,22.0,-5.0
21711,14,E 138 St & Willow Ave,12.0,17.0,-5.0
21712,14,E 14 St & 1 Ave,205.0,241.0,-36.0
21713,14,E 14 St & Avenue B,172.0,184.0,-12.0
21714,14,E 141 St & Jackson Ave,11.0,9.0,2.0
21715,14,E 141 St & St Ann's Ave,12.0,18.0,-6.0
21716,14,E 142 St & 3 Ave,17.0,25.0,-8.0
21717,14,E 144 St & Brook Ave,9.0,18.0,-9.0
21718,14,E 147 St & Bergen Ave,28.0,28.0,0.0
21719,14,E 149 St & Eagle Ave,79.0,35.0,44.0
21720,14,E 149 St & Jackson Ave,38.0,20.0,18.0
21721,14,E 149 St & Morris Ave,30.0,28.0,2.0
21722,14,E 149 St & Park Ave,33.0,26.0,7.0
21723,14,E 15 St & 3 Ave,156.0,163.0,-7.0
21724,14,E 150 St & Gerard Ave,8.0,7.0,1.0
21725,14,E 153 St & E 157 St,5.0,12.0,-7.0
21726,14,E 155 St & Courtlandt Ave,8.0,5.0,3.0
21727,14,E 156 & Brook Ave,16.0,14.0,2.0
21728,14,E 156 St & Courtlandt Ave,7.0,13.0,-6.0
21729,14,E 157 St & River Ave,18.0,15.0,3.0
21730,14,E 158 St & Melrose Ave,24.0,12.0,12.0
21731,14,E 16 St & 5 Ave,342.0,235.0,107.0
21732,14,E 16 St & Irving Pl,170.0,149.0,21.0
21733,14,E 160 St & Tinton Ave,10.0,8.0,2.0
21734,14,E 161 St & Park Ave,20.0,21.0,-1.0
21735,14,E 161 St & River Ave,37.0,56.0,-19.0
21736,14,E 163 St & Tiffany St,25.0,13.0,12.0
21737,14,E 163 St & Union Ave,12.0,12.0,0.0
21738,14,E 165 St & Clay Ave,11.0,11.0,0.0
21739,14,E 165 St & Fox St,5.0,0.0,5.0
21740,14,E 165 St & Jerome Ave,4.0,5.0,-1.0
21741,14,E 167 St & Bryant Ave,17.0,13.0,4.0
21742,14,E 167 St & Clay Ave,12.0,8.0,4.0
21743,14,E 167 St & Franklin Ave,6.0,8.0,-2.0
21744,14,E 169 St & Fox St,4.0,6.0,-2.0
21745,14,E 169 St & Webster Ave,11.0,11.0,0.0
21746,14,E 17 St & 2 Ave,112.0,89.0,23.0
21747,14,E 17 St & Broadway,436.0,419.0,17.0
21748,14,E 170 St & Clay Ave,7.0,9.0,-2.0
21749,14,E 170 St & Sheridan Ave,28.0,24.0,4.0
21750,14,E 170 St & Webster Ave,26.0,21.0,5.0
21751,14,E 171 St & 3 Ave,14.0,11.0,3.0
21752,14,E 171 St & Webster Ave,6.0,10.0,-4.0
21753,14,E 174 St & Longfellow Ave,13.0,15.0,-2.0
21754,14,E 174 St & Walton Ave,16.0,15.0,1.0
21755,14,E 182 St & Morris Ave,36.0,13.0,23.0
21756,14,E 188 St & Creston Ave,27.0,21.0,6.0
21757,14,E 19 St & 3 Ave,118.0,128.0,-10.0
21758,14,E 2 St & Avenue A,209.0,208.0,1.0
21759,14,E 2 St & Avenue B,251.0,249.0,2.0
21760,14,E 2 St & Avenue C,166.0,161.0,5.0
21761,14,E 20 St & 2 Ave,246.0,202.0,44.0
21762,14,E 20 St & FDR Dr,189.0,203.0,-14.0
21763,14,E 20 St & Park Ave,163.0,134.0,29.0
21764,14,E 201 St & Briggs Ave,1.0,4.0,-3.0
21765,14,E 22 St & 2 Ave,149.0,138.0,11.0
21766,14,E 23 St & 1 Ave,227.0,223.0,4.0
21767,14,E 25 St & 1 Ave,156.0,127.0,29.0
21768,14,E 25 St & 2 Ave,185.0,184.0,1.0
21769,14,E 26 St & 3 Ave,145.0,124.0,21.0
21770,14,E 27 St & 1 Ave,230.0,149.0,81.0
21771,14,E 27 St & Park Ave S,181.0,134.0,47.0
21772,14,E 3 St & 1 Ave,179.0,204.0,-25.0
21773,14,E 3 St & Church Ave,7.0,7.0,0.0
21774,14,E 30 St & Park Ave S,134.0,139.0,-5.0
21775,14,E 31 St & 3 Ave,187.0,191.0,-4.0
21776,14,E 32 St & Park Ave,153.0,159.0,-6.0
21777,14,E 33 St & 1 Ave,324.0,284.0,40.0
21778,14,E 33 St & 5 Ave,201.0,205.0,-4.0
21779,14,E 35 St & Madison Ave,111.0,129.0,-18.0
21780,14,E 39 St & 2 Ave,184.0,206.0,-22.0
21781,14,E 39 St & Lexington Ave,143.0,135.0,8.0
21782,14,E 4 St & 2 Ave,197.0,181.0,16.0
21783,14,E 4 St & Ave B,48.0,43.0,5.0
21784,14,E 40 St & 5 Ave,117.0,123.0,-6.0
21785,14,E 40 St & Park Ave,269.0,287.0,-18.0
21786,14,E 41 St & Madison Ave (SE corner),126.0,132.0,-6.0
21787,14,E 41 St & Madison Ave (SW corner),129.0,103.0,26.0
21788,14,E 43 St & 2 Ave,38.0,57.0,-19.0
21789,14,E 44 St & 2 Ave,62.0,87.0,-25.0
21790,14,E 44 St & Lexington Ave,231.0,239.0,-8.0
21791,14,E 45 St & 3 Ave,84.0,72.0,12.0
21792,14,E 47 St & 1 Ave,80.0,77.0,3.0
21793,14,E 47 St & 2 Ave,146.0,117.0,29.0
21794,14,E 47 St & Park Ave,213.0,131.0,82.0
21795,14,E 48 St & 3 Ave,122.0,69.0,53.0
21796,14,E 48 St & 5 Ave,204.0,147.0,57.0
21797,14,E 5 St & Ave A,142.0,134.0,8.0
21798,14,E 5 St & Avenue C,137.0,116.0,21.0
21799,14,E 50 St & Park Ave,97.0,37.0,60.0
21800,14,E 51 St & 1 Ave,120.0,111.0,9.0
21801,14,E 51 St & 2 Ave,98.0,94.0,4.0
21802,14,E 51 St & Lexington Ave,107.0,74.0,33.0
21803,14,E 53 St & 3 Ave,105.0,89.0,16.0
21804,14,E 53 St & Lexington Ave,199.0,132.0,67.0
21805,14,E 53 St & Madison Ave,200.0,144.0,56.0
21806,14,E 54 St & 1 Ave,124.0,117.0,7.0
21807,14,E 55 St & 2 Ave,245.0,228.0,17.0
21808,14,E 56 St & Madison Ave,201.0,149.0,52.0
21809,14,E 58 St & 1 Ave (NE Corner),73.0,82.0,-9.0
21810,14,E 58 St & 1 Ave (NW Corner),120.0,144.0,-24.0
21811,14,E 58 St & Madison Ave,130.0,95.0,35.0
21812,14,E 59 St & Madison Ave,206.0,158.0,48.0
21813,14,E 6 St & 2 Ave,34.0,39.0,-5.0
21814,14,E 6 St & Avenue B,145.0,172.0,-27.0
21815,14,E 6 St & Avenue D,120.0,147.0,-27.0
21816,14,E 60 St & York Ave,46.0,44.0,2.0
21817,14,E 63 St & 3 Ave,45.0,59.0,-14.0
21818,14,E 65 St & 2 Ave,105.0,93.0,12.0
21819,14,E 66 St & Madison Ave,66.0,66.0,0.0
21820,14,E 67 St & Park Ave,114.0,77.0,37.0
21821,14,E 68 St & 3 Ave,132.0,99.0,33.0
21822,14,E 68 St & Madison Ave,90.0,75.0,15.0
21823,14,E 7 St & Ave B,125.0,151.0,-26.0
21824,14,E 7 St & Ave C,120.0,137.0,-17.0
21825,14,E 7 St & Avenue A,186.0,203.0,-17.0
21826,14,E 72 St & Park Ave,115.0,141.0,-26.0
21827,14,E 72 St & York Ave,197.0,188.0,9.0
21828,14,E 74 St & 1 Ave,138.0,175.0,-37.0
21829,14,E 75 St & 3 Ave,89.0,83.0,6.0
21830,14,E 76 St & Park Ave,3.0,8.0,-5.0
21831,14,E 77 St & 3 Ave,145.0,146.0,-1.0
21832,14,E 78 St & 2 Ave,55.0,63.0,-8.0
21833,14,E 8 St & Caton Ave,18.0,23.0,-5.0
21834,14,E 80 St & 2 Ave,76.0,102.0,-26.0
21835,14,E 81 St & 3 Ave,114.0,113.0,1.0
21836,14,E 81 St & Park Ave,78.0,92.0,-14.0
21837,14,E 81 St & York Ave,88.0,80.0,8.0
21838,14,E 82 St & East End Ave,72.0,64.0,8.0
21839,14,E 84 St & 1 Ave,145.0,142.0,3.0
21840,14,E 84 St & Park Ave,103.0,104.0,-1.0
21841,14,E 85 St & 3 Ave,255.0,234.0,21.0
21842,14,E 85 St & East End Ave,18.0,20.0,-2.0
21843,14,E 88 St & 1 Ave,107.0,125.0,-18.0
21844,14,E 88 St & Park Ave,111.0,103.0,8.0
21845,14,E 89 St & 3 Ave,106.0,102.0,4.0
21846,14,E 89 St & York Ave,85.0,118.0,-33.0
21847,14,E 9 St & 5 Ave,115.0,161.0,-46.0
21848,14,E 9 St & Avenue C,123.0,90.0,33.0
21849,14,E 91 St & 2 Ave,152.0,154.0,-2.0
21850,14,E 91 St & Park Ave,95.0,140.0,-45.0
21851,14,E 93 St & 2 Ave,72.0,62.0,10.0
21852,14,E 95 St & 3 Ave,79.0,86.0,-7.0
21853,14,E 97 St & 3 Ave,38.0,36.0,2.0
21854,14,E 97 St & Madison Ave,126.0,110.0,16.0
21855,14,E 98 St & Park Ave,34.0,18.0,16.0
21856,14,E Burnside Ave & Ryer Ave,11.0,22.0,-11.0
21857,14,E Fordham Rd & Webster Ave,42.0,28.0,14.0
21858,14,E Houston St & Columbia St,148.0,144.0,4.0
21859,14,E Mosholu Pkwy & E 204 St,6.0,1.0,5.0
21860,14,E Mosholu Pkwy & Van Cortlandt Ave E,5.0,6.0,-1.0
21861,14,E Tremont Ave & E 176 St,11.0,22.0,-11.0
21862,14,E Tremont Ave & Jerome Ave,10.0,11.0,-1.0
21863,14,East End Ave & E 86 St,49.0,54.0,-5.0
21864,14,Eastern Pkwy & Franklin Ave,112.0,76.0,36.0
21865,14,Eastern Pkwy & Kingston Ave,31.0,21.0,10.0
21866,14,Eastern Pkwy & Ralph Ave,6.0,0.0,6.0
21867,14,Eastern Pkwy & Rochester Ave,10.0,13.0,-3.0
21868,14,Eastern Pkwy & Troy Ave,16.0,5.0,11.0
21869,14,Eastern Pkwy & Washington Ave,64.0,92.0,-28.0
21870,14,Edgecombe Ave & W 141 St,37.0,45.0,-8.0
21871,14,Edgecombe Ave & W 145 St,51.0,42.0,9.0
21872,14,Edgecombe Ave & W 150 St,9.0,6.0,3.0
21873,14,Edgecombe Ave & W 167 St,13.0,13.0,0.0
21874,14,Eldert St & Bushwick Ave,16.0,11.0,5.0
21875,14,Emerson Pl & Myrtle Ave,98.0,122.0,-24.0
21876,14,Engert Ave & McGuinness Blvd,21.0,26.0,-5.0
21877,14,Evergreen Ave & Noll St,19.0,21.0,-2.0
21878,14,FDR Drive & E 35 St,118.0,147.0,-29.0
21879,14,Fairview Ave & Linden St,16.0,21.0,-5.0
21880,14,Featherbed Ln & Jerome Ave,9.0,8.0,1.0
21881,14,Featherbed Ln & Nelson Ave,6.0,8.0,-2.0
21882,14,Flatbush Ave & Eastern Pkwy,16.0,8.0,8.0
21883,14,Flatbush Ave & Ocean Ave,141.0,111.0,30.0
21884,14,Flushing Ave & Vanderbilt Ave,127.0,117.0,10.0
21885,14,Flushing Ave & Woodward Ave,31.0,19.0,12.0
21886,14,Forest Ave & Summerfield St,23.0,26.0,-3.0
21887,14,Forsyth St & Broome St,131.0,137.0,-6.0
21888,14,Forsyth St & Canal St,176.0,148.0,28.0
21889,14,Forsyth St & Grand St,266.0,243.0,23.0
21890,14,Fort Washington Ave & W 173 St,11.0,11.0,0.0
21891,14,Fort Washington Ave & W 183 St,16.0,18.0,-2.0
21892,14,Franklin Ave & E 169 St,22.0,12.0,10.0
21893,14,Franklin Ave & Myrtle Ave,36.0,27.0,9.0
21894,14,Franklin Ave & St Marks Ave,92.0,72.0,20.0
21895,14,Franklin St & Dupont St,113.0,112.0,1.0
21896,14,Franklin St & W Broadway,58.0,46.0,12.0
21897,14,Frederick Douglass Blvd & Harlem River Dr,12.0,10.0,2.0
21898,14,Frederick Douglass Blvd & W 112 St,139.0,125.0,14.0
21899,14,Frederick Douglass Blvd & W 115 St,86.0,82.0,4.0
21900,14,Frederick Douglass Blvd & W 117 St,142.0,141.0,1.0
21901,14,Frederick Douglass Blvd & W 129 St,29.0,28.0,1.0
21902,14,Frederick Douglass Blvd & W 139 St,30.0,31.0,-1.0
21903,14,Frederick Douglass Blvd & W 145 St,30.0,25.0,5.0
21904,14,Freeman St & Reverend James A Polite Ave,3.0,6.0,-3.0
21905,14,Freeman St & Southern Blvd,9.0,19.0,-10.0
21906,14,Front St & Gold St,53.0,42.0,11.0
21907,14,Front St & Jay St,85.0,86.0,-1.0
21908,14,Frost St & Debevoise Ave,12.0,10.0,2.0
21909,14,Frost St & Meeker Ave,32.0,40.0,-8.0
21910,14,Ft. Hamilton Pkwy & E 2 St,28.0,20.0,8.0
21911,14,Ft. Hamilton Pkwy & E 5 St,20.0,24.0,-4.0
21912,14,Ft. Washington Ave & W 190 St,3.0,8.0,-5.0
21913,14,Fulton Ave & E 168 St,19.0,20.0,-1.0
21914,14,Fulton Ave & E 172 St,23.0,23.0,0.0
21915,14,Fulton Ave & St. Paul's Pl,35.0,22.0,13.0
21916,14,Fulton St & Adams St,107.0,108.0,-1.0
21917,14,Fulton St & Broadway,98.0,86.0,12.0
21918,14,Fulton St & Clermont Ave,50.0,46.0,4.0
21919,14,Fulton St & Irving Pl,65.0,58.0,7.0
21920,14,Fulton St & Saratoga Ave,4.0,3.0,1.0
21921,14,Fulton St & Utica Ave,22.0,37.0,-15.0
21922,14,Fulton St & Waverly Ave,88.0,107.0,-19.0
21923,14,Fulton St & William St,78.0,89.0,-11.0
21924,14,Gansevoort St & Hudson St,122.0,114.0,8.0
21925,14,Garfield Pl & 8 Ave,57.0,76.0,-19.0
21926,14,Garrison Ave & Manida St,17.0,15.0,2.0
21927,14,George St & Wilson Ave,33.0,43.0,-10.0
21928,14,Gerard Ave & E 146 St,10.0,9.0,1.0
21929,14,Gerard Ave & E 164 St,8.0,8.0,0.0
21930,14,Gerard Ave & E 165 St,6.0,4.0,2.0
21931,14,Gerard Ave & McClellan St,4.0,4.0,0.0
21932,14,Goble Pl & Macombs Rd,15.0,14.0,1.0
21933,14,Goulden Ave & Bedford Park Blvd W,19.0,4.0,15.0
21934,14,Goulden Ave & W 197 St,15.0,9.0,6.0
21935,14,Goulden Ave & W 205 St,34.0,17.0,17.0
21936,14,Graham Ave & Conselyea St,97.0,90.0,7.0
21937,14,Graham Ave & Grand St,99.0,87.0,12.0
21938,14,Graham Ave & Herbert St,28.0,28.0,0.0
21939,14,Graham Ave & Withers St,46.0,55.0,-9.0
21940,14,Gramercy Park N & Gramercy Park E,138.0,123.0,15.0
21941,14,Grand Army Plaza & Central Park S,492.0,377.0,115.0
21942,14,Grand Army Plaza & Plaza St West,81.0,107.0,-26.0
21943,14,Grand Ave & Bergen St,69.0,72.0,-3.0
21944,14,Grand Ave & W 181 St,30.0,12.0,18.0
21945,14,Grand Ave & W Fordham Rd,13.0,13.0,0.0
21946,14,Grand Concourse & E 144 St,55.0,29.0,26.0
21947,14,Grand Concourse & E 156 St,48.0,32.0,16.0
21948,14,Grand Concourse & E 161 St,63.0,68.0,-5.0
21949,14,Grand Concourse & E 164 St,35.0,34.0,1.0
21950,14,Grand Concourse & E 166 St,26.0,20.0,6.0
21951,14,Grand Concourse & E 167 St,27.0,31.0,-4.0
21952,14,Grand Concourse & E 171 St,20.0,11.0,9.0
21953,14,Grand Concourse & E 175 St,7.0,3.0,4.0
21954,14,Grand Concourse & E 192 St,11.0,19.0,-8.0
21955,14,Grand Concourse & E 196 St,7.0,12.0,-5.0
21956,14,Grand Concourse & E 197 St,18.0,15.0,3.0
21957,14,Grand Concourse & E 199 St,10.0,7.0,3.0
21958,14,Grand Concourse & E 203 St,5.0,11.0,-6.0
21959,14,Grand Concourse & E 205 St,11.0,20.0,-9.0
21960,14,Grand Concourse & E Mosholu Pkwy S,5.0,3.0,2.0
21961,14,Grand Concourse & East Mount Eden Ave,24.0,17.0,7.0
21962,14,Grand St & Elizabeth St,300.0,324.0,-24.0
21963,14,Grand St & Greene St,122.0,105.0,17.0
21964,14,Grand St & Havemeyer St,73.0,76.0,-3.0
21965,14,Grand St & Samuel Dickstein Plaza,130.0,116.0,14.0
21966,14,Great Jones St,245.0,212.0,33.0
21967,14,Green St & McGuinness Blvd,13.0,12.0,1.0
21968,14,Greene Av & Myrtle Av,34.0,29.0,5.0
21969,14,Greene Ave & Grandview Ave,31.0,12.0,19.0
21970,14,Greene Ave & Nostrand Ave,54.0,50.0,4.0
21971,14,Greene Ave & Throop Ave,31.0,24.0,7.0
21972,14,Greene St & Prince St,144.0,145.0,-1.0
21973,14,Greenpoint Ave & 47 St,18.0,22.0,-4.0
21974,14,Greenpoint Ave & Manhattan Ave,90.0,95.0,-5.0
21975,14,Greenwich Ave & 8 Ave,126.0,113.0,13.0
21976,14,Greenwich St & Hubert St,107.0,121.0,-14.0
21977,14,Greenwich St & Perry St,108.0,107.0,1.0
21978,14,Greenwich St & Rector St,22.0,34.0,-12.0
21979,14,Greenwich St & W Houston St,187.0,135.0,52.0
21980,14,Greenwood Ave & E 4 St,14.0,15.0,-1.0
21981,14,Grove St & Broadway,52.0,30.0,22.0
21982,14,Halsey St & Broadway,18.0,14.0,4.0
21983,14,Halsey St & Evergreen Ave,11.0,12.0,-1.0
21984,14,Halsey St & Ralph Ave,14.0,9.0,5.0
21985,14,Halsey St & Tompkins Ave,58.0,62.0,-4.0
21986,14,Hamilton Pl & W 140 St,10.0,13.0,-3.0
21987,14,Hancock St & Bedford Ave,59.0,65.0,-6.0
21988,14,Hancock St & Malcolm X Blvd,17.0,27.0,-10.0
21989,14,Hancock St & Stuyvesant Ave,9.0,11.0,-2.0
21990,14,Hancock St & Wyckoff Ave,11.0,12.0,-1.0
21991,14,Hanson Pl & Ashland Pl,218.0,239.0,-21.0
21992,14,Harlem River Dr & W 155 St,10.0,9.0,1.0
21993,14,Harman St & Seneca Ave,17.0,17.0,0.0
21994,14,Harrison Pl & Porter Ave,14.0,10.0,4.0
21995,14,Harrison St & Hudson St,28.0,29.0,-1.0
21996,14,Hart St & Wyckoff Ave,19.0,26.0,-7.0
21997,14,Hazen St & 20 Ave,8.0,18.0,-10.0
21998,14,Henry St & Atlantic Ave,83.0,70.0,13.0
21999,14,Henry St & Bay St,9.0,14.0,-5.0
22000,14,Henry St & Degraw St,66.0,91.0,-25.0
22001,14,Henry St & Grand St,238.0,255.0,-17.0
22002,14,Henry St & Middagh St,67.0,62.0,5.0
22003,14,Henry St & Remsen St,42.0,64.0,-22.0
22004,14,Henry St & W 9 St,8.0,9.0,-1.0
22005,14,Herkimer St & New York Ave,17.0,7.0,10.0
22006,14,Hicks St & Montague St,75.0,103.0,-28.0
22007,14,Hoe Ave & Jennings St,19.0,10.0,9.0
22008,14,Home St & Westchester Ave,17.0,16.0,1.0
22009,14,Hope St & Union Ave,81.0,91.0,-10.0
22010,14,Howard St & Lafayette St,122.0,132.0,-10.0
22011,14,Hoyt St & Warren St,20.0,29.0,-9.0
22012,14,Hudson St & Reade St,71.0,80.0,-9.0
22013,14,Hudson St & W 13 St,161.0,148.0,13.0
22014,14,Humboldt St & Varet St,19.0,33.0,-14.0
22015,14,Hunts Point Ave & Bryant Ave,11.0,4.0,7.0
22016,14,Huron St & Franklin St,97.0,103.0,-6.0
22017,14,Icahn Stadium,11.0,5.0,6.0
22018,14,India St & Manhattan Ave,74.0,77.0,-3.0
22019,14,India St Pier,37.0,54.0,-17.0
22020,14,Intervale Ave & Kelly St,13.0,8.0,5.0
22021,14,Intervale Ave & Westchester Ave,26.0,16.0,10.0
22022,14,Inwood Ave & W 170 St,5.0,4.0,1.0
22023,14,Irving Ave & DeKalb Ave,31.0,31.0,0.0
22024,14,Irving Ave & Halsey St,26.0,14.0,12.0
22025,14,Irving Ave & Harman St,28.0,29.0,-1.0
22026,14,Irving Ave & Jefferson St,29.0,32.0,-3.0
22027,14,Irving Ave & Palmetto St,21.0,15.0,6.0
22028,14,Isham St & Broadway,24.0,16.0,8.0
22029,14,Jackson Ave & 46 Rd,82.0,75.0,7.0
22030,14,Jackson St & Leonard St,29.0,31.0,-2.0
22031,14,Jay St & Tech Pl,92.0,69.0,23.0
22032,14,Jay St & York St,89.0,114.0,-25.0
22033,14,Jefferson Ave & Evergreen Ave,17.0,17.0,0.0
22034,14,Jefferson St & Cypress Ave,12.0,26.0,-14.0
22035,14,Jerome Ave & Anderson Ave,11.0,9.0,2.0
22036,14,Jerome Ave & Bedford Park Blvd E,25.0,34.0,-9.0
22037,14,Jerome Ave & E 164 St,5.0,11.0,-6.0
22038,14,Jerome Ave & E 181 St,3.0,3.0,0.0
22039,14,Jerome Ave & E 198 St,7.0,4.0,3.0
22040,14,Jerome Ave & E Mosholu Parkway S,34.0,18.0,16.0
22041,14,Jerome Ave & Ogden Ave,4.0,6.0,-2.0
22042,14,Jerome Ave & W 177 St,8.0,8.0,0.0
22043,14,Jerome Ave & W 184 St,8.0,8.0,0.0
22044,14,Jerome Ave & W 193 St,15.0,26.0,-11.0
22045,14,Jerome Ave & W 195 St,16.0,8.0,8.0
22046,14,Jerome Ave & W Fordham Rd,15.0,17.0,-2.0
22047,14,John St & William St,69.0,81.0,-12.0
22048,14,Johnson St & Gold St,52.0,45.0,7.0
22049,14,Kane St & Clinton St,60.0,89.0,-29.0
22050,14,Keegan Rd & 2 Ave,4.0,4.0,0.0
22051,14,Kenmare St & Elizabeth St,127.0,112.0,15.0
22052,14,Kent Ave & Division Ave,62.0,81.0,-19.0
22053,14,Kent Ave & N 7 St,160.0,158.0,2.0
22054,14,Kent St & McGuinness Blvd,12.0,10.0,2.0
22055,14,King St & Varick St,121.0,116.0,5.0
22056,14,Kingsland Ave & Nassau Ave,80.0,80.0,0.0
22057,14,Kingston Ave & Herkimer St,28.0,29.0,-1.0
22058,14,Kingston Ave & Park Pl,18.0,12.0,6.0
22059,14,Knickerbocker Ave & George St,21.0,29.0,-8.0
22060,14,Knickerbocker Ave & Halsey St,13.0,12.0,1.0
22061,14,Knickerbocker Ave & Hancock St,17.0,6.0,11.0
22062,14,Knickerbocker Ave & Moffat St,8.0,10.0,-2.0
22063,14,Knickerbocker Ave & Thames St,32.0,23.0,9.0
22064,14,Kosciuszko St & Nostrand Ave,52.0,55.0,-3.0
22065,14,Kosciuszko St & Tompkins Ave,55.0,52.0,3.0
22066,14,LaGuardia Pl & W 3 St,148.0,142.0,6.0
22067,14,Lafayette Ave & Classon Ave,59.0,60.0,-1.0
22068,14,Lafayette Ave & Ft Greene Pl,164.0,141.0,23.0
22069,14,Lafayette Ave & Hunts Point Ave,11.0,7.0,4.0
22070,14,Lafayette Ave & St James Pl,97.0,93.0,4.0
22071,14,Lafayette Ave & Stuyvesant Ave,11.0,10.0,1.0
22072,14,Lafayette St & E 8 St,302.0,278.0,24.0
22073,14,Lafayette St & Jersey St,212.0,209.0,3.0
22074,14,Laight St & Hudson St,38.0,28.0,10.0
22075,14,Lawrence St & Willoughby St,106.0,86.0,20.0
22076,14,Lefferts Pl & Franklin Ave,58.0,57.0,1.0
22077,14,Lenox Ave & W 111 St,102.0,104.0,-2.0
22078,14,Lenox Ave & W 115 St,54.0,45.0,9.0
22079,14,Lenox Ave & W 117 St,107.0,114.0,-7.0
22080,14,Lenox Ave & W 126 St,131.0,115.0,16.0
22081,14,Lenox Ave & W 130 St,31.0,43.0,-12.0
22082,14,Lenox Ave & W 133 St,43.0,31.0,12.0
22083,14,Lenox Ave & W 140 St,31.0,31.0,0.0
22084,14,Lenox Ave & W 144 St,28.0,28.0,0.0
22085,14,Lenox Ave & W 146 St,31.0,19.0,12.0
22086,14,Leonard St & Boerum St,26.0,36.0,-10.0
22087,14,Leonard St & Church St,104.0,98.0,6.0
22088,14,Leonard St & Maujer St,61.0,73.0,-12.0
22089,14,Leonard St & Nassau Ave,83.0,76.0,7.0
22090,14,Lewis Ave & Decatur St,24.0,20.0,4.0
22091,14,Lewis Ave & Greene Ave,26.0,20.0,6.0
22092,14,Lewis Ave & Kosciuszko St,41.0,33.0,8.0
22093,14,Lewis Ave & Madison St,26.0,30.0,-4.0
22094,14,Lexington Ave & Classon Ave,54.0,56.0,-2.0
22095,14,Lexington Ave & E 111 St,108.0,92.0,16.0
22096,14,Lexington Ave & E 120 St,33.0,35.0,-2.0
22097,14,Lexington Ave & E 127 St,30.0,21.0,9.0
22098,14,Lexington Ave & E 128 St,26.0,15.0,11.0
22099,14,Lexington Ave & E 24 St,233.0,230.0,3.0
22100,14,Lexington Ave & E 26 St,106.0,111.0,-5.0
22101,14,Lexington Ave & E 29 St,149.0,159.0,-10.0
22102,14,Lexington Ave & E 36 St,150.0,174.0,-24.0
22103,14,Liberty St & Broadway,109.0,83.0,26.0
22104,14,Lincoln Ave & E 134 St,25.0,16.0,9.0
22105,14,Lincoln Ave & E 138 St,39.0,36.0,3.0
22106,14,Lincoln Pl & Classon Ave,53.0,67.0,-14.0
22107,14,Linden St & Knickerbocker Ave,19.0,11.0,8.0
22108,14,Lispenard St & Broadway,141.0,133.0,8.0
22109,14,Little West St & 1 Pl,121.0,130.0,-9.0
22110,14,Longfellow Ave & E 165 St,1.0,1.0,0.0
22111,14,Longwood Ave & Southern Blvd,15.0,8.0,7.0
22112,14,Lorimer St & Broadway,20.0,25.0,-5.0
22113,14,Loring Pl North & W 183 St,8.0,9.0,-1.0
22114,14,Louis Nine Blvd & Intervale Ave,14.0,13.0,1.0
22115,14,MacDonough St & Malcolm X Blvd,12.0,9.0,3.0
22116,14,MacDonough St & Marcy Ave,25.0,31.0,-6.0
22117,14,MacDougal St & Prince St,123.0,127.0,-4.0
22118,14,MacDougal St & Rockaway Ave,8.0,4.0,4.0
22119,14,MacDougal St & Washington Sq,143.0,122.0,21.0
22120,14,Macombs Pl & W 152 St,16.0,25.0,-9.0
22121,14,Macombs Rd & Featherbed Ln,9.0,10.0,-1.0
22122,14,Macombs Rd & W 175 St,19.0,15.0,4.0
22123,14,Macon St & Howard Ave,11.0,9.0,2.0
22124,14,Macon St & Lewis Ave,12.0,13.0,-1.0
22125,14,Macon St & Nostrand Ave,65.0,60.0,5.0
